id,stock_code,stock_name,report_quarter,report_year,report_date,quarter_revenue,quarter_net_profit,quarter_deducted_net_profit,revenue_yoy,net_profit_yoy,deducted_net_profit_yoy,basic_eps,eps_yoy,bps,roe,gross_margin,ttm_revenue,ttm_net_profit,created_at
mm1r3dxpukv0dtepz,002027,分众传媒,2024Q1,2024,2024-03-31,2729531149.19,1040063504.6,945163127.62,6.0151366635,10.5,18.17,0.072,10.43,1.29695429239,5.71,61.6930632358,30838927099.6,13195822808.7,2026-02-26T06:12:05.273Z
mm1r3dxpvnp9rvzgx,002027,分众传媒,2024Q2,2024,2024-06-30,5967271387.91,2493427829.2,2197189570.15,8.1663144909,11.74,11.43,0.1726,11.72,1.092268453648,13.7,65.1344469,30838927099.6,13195822808.7,2026-02-26T06:12:05.273Z
mm1r3dxp0v1otwyjy,002027,分众传媒,2024Q3,2024,2024-09-30,9261434593.06,3968063820.02,3540872582.21,6.757233606,10.16,8.71,0.2748,10.18,1.093557000297,22.61,66.2195612394,30838927099.6,13195822808.7,2026-02-26T06:12:05.273Z
mm1r3dxpgkocak04m,002027,分众传媒,2024Q4,2024,2024-12-31,12262102807.88,5155394136.42,4667987379.7,3.0106365137,6.8,6.73,0.357,6.82,1.17899498038,29.91,66.2624029373,30838927099.6,13195822808.7,2026-02-26T06:12:05.273Z
mm1r3dxpnniwo4pki,002027,分众传媒,2025Q1,2025,2025-03-31,2857740968.87,1135173105.64,988287483.91,4.6971370786,9.14,4.56,0.0786,9.17,1.259136111673,6.45,64.7053478171,30838927099.6,13195822808.7,2026-02-26T06:12:05.273Z
mm1r3dxpoa3zlmzy8,002027,分众传媒,2025Q2,2025,2025-06-30,6112356705.1,2664779621.19,2464564464.89,2.4313510775,6.87,12.17,0.1845,6.89,1.131976879187,14.52,68.2882506349,30838927099.6,13195822808.7,2026-02-26T06:12:05.273Z
mm1r3dxp0uycncls3,002027,分众传媒,2025Q3,2025,2025-09-30,9606726617.75,4240475945.45,4004927625.14,3.7282779598,6.87,13.11,0.2936,6.84,1.140225991569,23.74,70.4006937424,30838927099.6,13195822808.7,2026-02-26T06:12:05.273Z
mm1r3epdl8o1duoct,002558,巨人网络,2020Q4,2020,2020-12-31,2217294341.42,1029007579.4,911176757.56,-13.7720439593,25.48,,0.54,,4.67693351853,10.82,83.1736364564,8677282459.98,3966638550.56,2026-02-25T09:50:08.056Z
mm1r3epduq3oa2irj,002558,巨人网络,2021Q1,2021,2021-03-31,566854107.89,320379441.62,281811493.93,-18.1426720356,1.2,,0.16,,4.751801218419,3.29,87.176987218,8677282459.98,3966638550.56,2026-02-25T09:50:08.056Z
mm1r3epdm9zkuqt4z,002558,巨人网络,2021Q2,2021,2021-06-30,1035858568.95,573872956.53,480750319.65,-15.2891766758,8.95,,0.3,,5.169181068512,5.67,86.5761306111,8677282459.98,3966638550.56,2026-02-25T09:50:08.056Z
mm1r3epd9rm9663l1,002558,巨人网络,2021Q3,2021,2021-09-30,1542177237.75,874265976.56,680743288.1,-10.569020761,4.38,,0.46,,5.225167477095,8.66,85.940284888,8677282459.98,3966638550.56,2026-02-25T09:50:08.056Z
mm1r3epdhib1v9oz3,002558,巨人网络,2021Q4,2021,2021-12-31,2124268636.73,994509684.67,1054722902.38,-4.1954603389,-3.35,15.75,0.53,-1.85,5.210082465246,9.97,84.8547413723,8677282459.98,3966638550.56,2026-02-25T09:50:08.056Z
mm1r3epd1lsrxcp3d,002558,巨人网络,2022Q1,2022,2022-03-31,580401269.89,270988697.11,350451151.19,2.3898851241,-15.42,24.36,0.14,-12.5,5.351168356133,2.53,89.5166188641,8677282459.98,3966638550.56,2026-02-25T09:50:08.056Z
mm1r3epd9k7d69y77,002558,巨人网络,2022Q2,2022,2022-06-30,1063888971.28,499141445.28,591349873.69,2.706006705,-13.02,23.01,0.27,-10,5.553509786205,4.5,87.5258665037,8677282459.98,3966638550.56,2026-02-25T09:50:08.056Z
mm1r3epdbewn95kdr,002558,巨人网络,2022Q3,2022,2022-09-30,1572502745.46,775611481.85,856184613.11,1.9664087219,-11.28,25.77,0.42,-8.7,5.994383067037,6.79,86.108201882,8677282459.98,3966638550.56,2026-02-25T09:50:08.056Z
mm1r3epdcihcxuzva,002558,巨人网络,2022Q4,2022,2022-12-31,2037707421.34,850952891.35,1017874613.71,-4.0748714119,-14.43,-3.49,0.46,-13.21,5.913886285309,7.58,84.0363379785,8677282459.98,3966638550.56,2026-02-25T09:50:08.056Z
mm1r3epdxxi0w9ti1,002558,巨人网络,2023Q1,2023,2023-03-31,507540726.58,244773886.04,262032081.73,-12.5534775835,-9.67,-25.23,0.13,-7.14,5.946143583036,2.06,86.551545674,8677282459.98,3966638550.56,2026-02-25T09:50:08.056Z
mm1r3epdx6rtvz207,002558,巨人网络,2023Q2,2023,2023-06-30,1443488091.21,663590315.62,691381453.35,35.6803322694,32.95,16.92,0.36,33.33,6.288395330723,5.36,89.4941774294,8677282459.98,3966638550.56,2026-02-25T09:50:08.056Z
mm1r3epdnayzajzv0,002558,巨人网络,2023Q3,2023,2023-09-30,2267254807.49,1084821647.95,1116150058.61,44.1812940572,39.87,30.36,0.59,40.48,6.324412914164,8.74,89.5310637143,8677282459.98,3966638550.56,2026-02-25T09:50:08.056Z
mm1r3epdf4ofzzbyf,002558,巨人网络,2023Q4,2023,2023-12-31,2924173672.43,1086440305.95,1372519975.09,43.5031173664,27.67,34.84,0.59,28.26,5.92270103702,8.93,88.9218570051,8677282459.98,3966638550.56,2026-02-25T09:50:08.056Z
mm1r3epdbb1ei5acx,002558,巨人网络,2024Q1,2024,2024-03-31,696402216.01,352409048.46,404618536.43,37.211100418,43.97,54.42,0.19,46.15,6.115657241033,2.97,86.8457964659,8677282459.98,3966638550.56,2026-02-25T09:50:08.056Z
