id,stock_code,stock_name,trade_date,is_open,open,close,high,low,volume,created_at
mm1lwl05l4wxx6ozl,03690,美团-W,2026-02-13,1,84.050,82.150,84.250,80.800,99656113,2026-02-25T05:41:19.829Z
mm1lwl05gg79mtgfp,03690,美团-W,2026-02-16,1,81.650,82.050,82.400,79.250,23648794,2026-02-25T05:41:19.829Z
mm1lwl05xhxmragqw,03690,美团-W,2026-02-20,1,81.150,80.750,82.000,80.100,27220396,2026-02-25T05:41:19.829Z
mm1lwl05nfvws2upw,03690,美团-W,2026-02-23,1,83.200,85.000,87.500,82.650,65205703,2026-02-25T05:41:19.829Z
mm1lwl05ev4zuq3pp,03690,美团-W,2026-02-24,1,84.200,81.400,84.200,80.650,67807380,2026-02-25T05:41:19.829Z
mm1lwl05l5oafj54c,03690,美团-W,2026-02-25,1,82.400,82.950,83.600,81.500,21869144,2026-02-25T05:41:19.829Z
mm1lwlfet4i69mms8,600563,法拉电子,2026-02-04,1,106.88,106.77,106.91,105.30,29142,2026-02-25T05:41:20.378Z
mm1lwlfese8kchuep,600563,法拉电子,2026-02-05,1,106.40,106.10,107.47,105.33,30174,2026-02-25T05:41:20.378Z
mm1lwlfel1grxagb5,600563,法拉电子,2026-02-06,1,105.07,104.70,106.49,104.38,32984,2026-02-25T05:41:20.378Z
mm1lwlfeexpvfvnr0,600563,法拉电子,2026-02-09,1,105.82,105.58,106.39,105.01,33066,2026-02-25T05:41:20.378Z
mm1lwlfeevsuwwl0q,600563,法拉电子,2026-02-10,1,106.00,106.81,108.28,105.66,36679,2026-02-25T05:41:20.378Z
mm1lwlfe89asezf7m,600563,法拉电子,2026-02-11,1,106.50,110.01,110.36,106.18,53010,2026-02-25T05:41:20.378Z
mm1lwlfecmrpcvxj5,600563,法拉电子,2026-02-12,1,109.77,112.70,113.06,108.93,48847,2026-02-25T05:41:20.378Z
mm1lwlfel8ip3zdea,600563,法拉电子,2026-02-13,1,112.30,110.98,114.50,110.88,41098,2026-02-25T05:41:20.378Z
mm1lwlferryshkof5,600563,法拉电子,2026-02-24,1,112.00,113.82,114.62,111.78,40264,2026-02-25T05:41:20.378Z
mm1lwlfetawthvjqi,600563,法拉电子,2026-02-25,1,113.82,115.49,115.87,113.70,31987,2026-02-25T05:41:20.378Z
mm1lwluod9httsfv3,02015,理想汽车-W,2026-02-09,1,73.350,71.950,73.950,70.900,19356698,2026-02-25T05:41:20.928Z
mm1lwluoz5w9hjgvs,02015,理想汽车-W,2026-02-10,1,72.000,72.800,73.250,70.750,11085502,2026-02-25T05:41:20.928Z
mm1lwluokv722yn98,02015,理想汽车-W,2026-02-11,1,73.500,74.800,75.600,73.500,12503666,2026-02-25T05:41:20.928Z
mm1lwluo9qea7vje3,02015,理想汽车-W,2026-02-12,1,75.000,73.950,75.000,73.550,7908424,2026-02-25T05:41:20.928Z
mm1lwluok00kqq51c,02015,理想汽车-W,2026-02-13,1,72.800,72.300,73.350,71.500,13550483,2026-02-25T05:41:20.928Z
mm1lwluo7j20t4xj7,02015,理想汽车-W,2026-02-16,1,71.900,72.100,72.250,69.900,2711800,2026-02-25T05:41:20.928Z
mm1lwluojwkpvpz4l,02015,理想汽车-W,2026-02-20,1,71.350,70.100,71.750,69.550,4329009,2026-02-25T05:41:20.928Z
mm1lwluokthls7tlw,02015,理想汽车-W,2026-02-23,1,70.300,72.850,73.300,70.300,5981703,2026-02-25T05:41:20.928Z
mm1lwluoixeed8h6s,02015,理想汽车-W,2026-02-24,1,71.800,71.750,73.500,71.300,10782103,2026-02-25T05:41:20.928Z
mm1lwluovx9ttynfk,02015,理想汽车-W,2026-02-25,1,72.800,71.150,73.150,70.500,6605440,2026-02-25T05:41:20.928Z
mm1lwm9ynt8dlnejd,600519,贵州茅台,2026-02-04,1,1485.00,1525.00,1533.27,1474.00,109123,2026-02-25T05:41:21.478Z
mm1lwm9y11bs80isz,600519,贵州茅台,2026-02-05,1,1520.00,1555.00,1565.00,1515.00,91623,2026-02-25T05:41:21.478Z
mm1lwm9ycmyfm6wx8,600519,贵州茅台,2026-02-06,1,1555.00,1515.01,1568.00,1505.88,78965,2026-02-25T05:41:21.478Z
mm1lwm9yasnnbpatd,600519,贵州茅台,2026-02-09,1,1518.00,1524.96,1542.88,1513.49,51168,2026-02-25T05:41:21.478Z
mm1lwm9yy48oc2yut,600519,贵州茅台,2026-02-10,1,1524.97,1504.80,1524.97,1496.50,39576,2026-02-25T05:41:21.478Z
mm1lwm9yxr54vb6jh,600519,贵州茅台,2026-02-11,1,1504.80,1504.33,1514.00,1496.00,30928,2026-02-25T05:41:21.478Z
mm1lwm9ycgejpr369,600519,贵州茅台,2026-02-12,1,1500.20,1486.60,1502.82,1473.36,46246,2026-02-25T05:41:21.478Z
mm1lwm9ysmfah87op,600519,贵州茅台,2026-02-13,1,1486.60,1485.30,1507.80,1470.58,41679,2026-02-25T05:41:21.478Z
mm1lwm9yd4axqog4n,600519,贵州茅台,2026-02-24,1,1521.00,1466.80,1524.40,1463.60,41913,2026-02-25T05:41:21.478Z
mm1lwm9yrqsetnoj4,600519,贵州茅台,2026-02-25,1,1470.00,1496.14,1509.66,1467.88,28317,2026-02-25T05:41:21.478Z
mm1lwmp8zsnn59ksy,600845,宝信软件,2026-02-04,1,23.00,22.68,23.04,22.40,188379,2026-02-25T05:41:22.028Z
mm1lwmp88smqflp2h,600845,宝信软件,2026-02-05,1,22.45,22.40,22.65,22.39,127899,2026-02-25T05:41:22.028Z
mm1lwmp8nepzidl13,600845,宝信软件,2026-02-06,1,22.24,22.18,22.43,22.00,135201,2026-02-25T05:41:22.028Z
mm1lwmp8wbidmtuuz,600845,宝信软件,2026-02-09,1,22.59,23.16,23.37,22.49,254158,2026-02-25T05:41:22.028Z
mm1lwmp8r8eplc6y3,600845,宝信软件,2026-02-10,1,23.20,23.22,23.45,22.93,205782,2026-02-25T05:41:22.028Z
mm1lwmp8s2u1qrwh0,600845,宝信软件,2026-02-11,1,23.22,23.35,23.65,23.12,198896,2026-02-25T05:41:22.028Z
mm1lwmp8fvays9esl,600845,宝信软件,2026-02-12,1,23.60,24.24,24.45,23.56,411625,2026-02-25T05:41:22.028Z
mm1lwmp8asichq06r,600845,宝信软件,2026-02-13,1,23.85,23.91,24.45,23.80,238588,2026-02-25T05:41:22.028Z
mm1lwmp83bzrmrch1,600845,宝信软件,2026-02-24,1,24.23,24.12,24.49,23.56,314150,2026-02-25T05:41:22.028Z
mm1lwmp8036awuwp0,600845,宝信软件,2026-02-25,1,24.12,23.78,24.13,23.78,151154,2026-02-25T05:41:22.028Z
mm1lwn4ilprln2wcn,300188,国投智能,2026-02-04,1,13.89,13.99,14.08,13.65,112374,2026-02-25T05:41:22.578Z
mm1lwn4ivo1vjk9vg,300188,国投智能,2026-02-05,1,13.85,13.87,14.02,13.80,78765,2026-02-25T05:41:22.578Z
mm1lwn4iks97q8dql,300188,国投智能,2026-02-06,1,13.80,13.80,13.95,13.65,78804,2026-02-25T05:41:22.578Z
mm1lwn4ikuod2d8eh,300188,国投智能,2026-02-09,1,13.98,14.27,14.30,13.92,138508,2026-02-25T05:41:22.578Z
mm1lwn4iung4ijdsv,300188,国投智能,2026-02-10,1,16.21,15.35,16.56,15.20,865879,2026-02-25T05:41:22.578Z
mm1lwn4ib80q63xd6,300188,国投智能,2026-02-11,1,15.11,15.45,15.89,14.79,693894,2026-02-25T05:41:22.578Z
mm1lwn4i1ylvqbl9b,300188,国投智能,2026-02-12,1,15.60,15.96,16.35,15.30,637060,2026-02-25T05:41:22.578Z
mm1lwn4iso6s34dvv,300188,国投智能,2026-02-13,1,16.50,15.87,17.78,15.85,1150241,2026-02-25T05:41:22.578Z
mm1lwn4i9ompwmdzq,300188,国投智能,2026-02-24,1,15.34,14.19,15.55,14.16,874298,2026-02-25T05:41:22.578Z
mm1lwn4ieihawm9ge,300188,国投智能,2026-02-25,1,14.12,14.21,14.48,14.06,288128,2026-02-25T05:41:22.578Z
mm1lwnjqfwmfon0ej,002063,远光软件,2026-02-04,1,6.50,6.52,6.55,6.44,364973,2026-02-25T05:41:23.126Z
mm1lwnjqtj0je89qt,002063,远光软件,2026-02-05,1,6.45,6.38,6.49,6.37,361738,2026-02-25T05:41:23.126Z
mm1lwnjqh2468nzp8,002063,远光软件,2026-02-06,1,6.33,6.31,6.41,6.28,395468,2026-02-25T05:41:23.126Z
mm1lwnjqrwh0coy5l,002063,远光软件,2026-02-09,1,6.39,6.52,6.55,6.38,474440,2026-02-25T05:41:23.126Z
mm1lwnjqak29qmquo,002063,远光软件,2026-02-10,1,6.51,6.63,6.70,6.49,471449,2026-02-25T05:41:23.126Z
mm1lwnjq7mv3q0o8h,002063,远光软件,2026-02-11,1,6.64,6.70,6.85,6.62,556903,2026-02-25T05:41:23.126Z
mm1lwnjqunyx197wq,002063,远光软件,2026-02-12,1,6.78,6.77,6.83,6.68,606732,2026-02-25T05:41:23.126Z
mm1lwnjqayazw6foc,002063,远光软件,2026-02-13,1,6.75,6.71,6.82,6.70,495436,2026-02-25T05:41:23.126Z
mm1lwnjqo274ldjwz,002063,远光软件,2026-02-24,1,6.78,6.66,6.80,6.62,476900,2026-02-25T05:41:23.126Z
mm1lwnjq1x2fcas1s,002063,远光软件,2026-02-25,1,6.67,6.68,6.73,6.65,295957,2026-02-25T05:41:23.126Z
mm1m2dddomphb3ud0,002415,海康威视,2026-01-06,1,30.030,30.390,30.400,29.920,503623.000,2026-02-25T05:45:49.871Z
mm1m2dddrrvf7oth3,002415,海康威视,2026-01-07,1,30.460,30.070,30.510,30.000,503242.000,2026-02-25T05:45:49.871Z
mm1m2dddgdlso0kj6,002415,海康威视,2026-01-08,1,30.010,30.010,30.220,29.870,403194.000,2026-02-25T05:45:49.871Z
mm1m2dddejgxqm4dg,002415,海康威视,2026-01-09,1,29.980,30.260,30.300,29.900,466105.000,2026-02-25T05:45:49.871Z
mm1m2ddd0ejua7ps7,002415,海康威视,2026-01-12,1,30.500,31.640,31.860,30.480,1177043.000,2026-02-25T05:45:49.871Z
mm1m2dddayrqofris,002415,海康威视,2026-01-13,1,31.850,30.870,31.880,30.770,899391.000,2026-02-25T05:45:49.871Z
mm1m2dddzbtb6r5y3,002415,海康威视,2026-01-14,1,31.020,31.430,32.000,31.020,1089643.000,2026-02-25T05:45:49.871Z
mm1m2ddd6t0s9dmsy,002415,海康威视,2026-01-15,1,31.250,31.290,31.540,31.080,556221.000,2026-02-25T05:45:49.871Z
mm1m2ddds33zz9xad,002415,海康威视,2026-01-16,1,31.420,31.000,31.470,30.750,651375.000,2026-02-25T05:45:49.871Z
mm1m2dddv1mqph6bo,002415,海康威视,2026-01-19,1,31.000,31.010,31.260,30.850,459179.000,2026-02-25T05:45:49.871Z
mm1m2ddd8nuy31h9v,002415,海康威视,2026-01-20,1,31.060,31.140,31.220,30.590,553129.000,2026-02-25T05:45:49.871Z
mm1m2ddd4woutqymt,002415,海康威视,2026-01-21,1,32.030,32.600,32.990,31.810,1892094.000,2026-02-25T05:45:49.871Z
mm1m2ddd6h63o35rx,002415,海康威视,2026-01-22,1,32.700,32.090,32.790,32.010,858979.000,2026-02-25T05:45:49.871Z
mm1m2dddccbcc7lcr,002415,海康威视,2026-01-23,1,32.090,31.950,32.430,31.920,743424.000,2026-02-25T05:45:49.871Z
mm1m2ddd8ja40k12n,002415,海康威视,2026-01-26,1,32.050,32.310,32.430,31.470,982147.000,2026-02-25T05:45:49.871Z
mm1m2dddqizq3w2la,002415,海康威视,2026-01-27,1,32.200,31.900,32.260,31.800,574297.000,2026-02-25T05:45:49.871Z
mm1m2ddd9cr3e56du,002415,海康威视,2026-01-28,1,31.960,32.030,32.320,31.830,606173.000,2026-02-25T05:45:49.871Z
mm1m2dddy9s4gow23,002415,海康威视,2026-01-29,1,32.030,32.200,32.460,31.860,760728.000,2026-02-25T05:45:49.871Z
mm1m2ddd3h2prbc7b,002415,海康威视,2026-01-30,1,31.980,31.330,32.170,31.180,716842.000,2026-02-25T05:45:49.871Z
mm1m2ddd56e4f0s2s,002415,海康威视,2026-02-02,1,31.300,31.610,31.810,31.230,699191.000,2026-02-25T05:45:49.871Z
mm1m2dddanazs5g61,002415,海康威视,2026-02-03,1,31.610,31.860,31.860,30.840,658925.000,2026-02-25T05:45:49.871Z
mm1m2dddo57tb9p5n,002415,海康威视,2026-02-04,1,31.610,31.930,31.970,31.250,477906.000,2026-02-25T05:45:49.871Z
mm1m2dddjq7b7ie9d,002415,海康威视,2026-02-05,1,31.600,32.500,32.660,31.560,922449.000,2026-02-25T05:45:49.871Z
mm1m2ddddfywq5a4f,002415,海康威视,2026-02-06,1,32.300,32.640,32.710,32.260,586497.000,2026-02-25T05:45:49.871Z
mm1m2dddfvhooxifq,002415,海康威视,2026-02-09,1,32.800,32.540,32.840,32.350,509719.000,2026-02-25T05:45:49.871Z
mm1m2dddfx1lb41ml,002415,海康威视,2026-02-10,1,32.550,32.860,33.080,32.400,523966.000,2026-02-25T05:45:49.871Z
mm1m2ddd6a9hrrxjc,002415,海康威视,2026-02-11,1,32.810,32.400,32.900,32.370,414714.000,2026-02-25T05:45:49.871Z
mm1m2dddzhx3wbs73,002415,海康威视,2026-02-12,1,32.380,32.490,32.660,32.330,381721.000,2026-02-25T05:45:49.871Z
mm1m2ddd3scp2gu6e,002415,海康威视,2026-02-13,1,32.400,32.380,32.700,32.200,317704.000,2026-02-25T05:45:49.871Z
mm1m2dddvxp65hfar,002415,海康威视,2026-02-24,1,32.580,32.340,32.890,32.270,381461.000,2026-02-25T05:45:49.871Z
mm1m2dddfk3omvwjm,002415,海康威视,2026-02-25,1,32.32,32.25,32.51,32.20,263924,2026-02-25T05:45:49.871Z
mm1m2dvrv06y1uuy2,300033,同花顺,2026-01-06,1,333.050,372.000,373.330,331.900,243672.000,2026-02-25T05:45:50.535Z
mm1m2dvr6ngh934uq,300033,同花顺,2026-01-07,1,364.590,363.300,370.000,357.700,145148.000,2026-02-25T05:45:50.535Z
mm1m2dvr15x9oex4p,300033,同花顺,2026-01-08,1,355.990,347.320,356.800,344.010,129984.000,2026-02-25T05:45:50.535Z
mm1m2dvrgfbu0zkpy,300033,同花顺,2026-01-09,1,346.240,355.600,361.990,344.580,127767.000,2026-02-25T05:45:50.535Z
mm1m2dvr4nii4sfuk,300033,同花顺,2026-01-12,1,358.180,393.370,399.370,356.010,274324.000,2026-02-25T05:45:50.535Z
mm1m2dvrw1vazi8ao,300033,同花顺,2026-01-13,1,400.000,393.310,414.140,389.000,251022.000,2026-02-25T05:45:50.535Z
mm1m2dvrzfsv4hvlo,300033,同花顺,2026-01-14,1,386.010,398.690,435.000,386.010,285144.000,2026-02-25T05:45:50.535Z
mm1m2dvr4drqtgs0o,300033,同花顺,2026-01-15,1,390.160,388.300,398.180,383.000,144553.000,2026-02-25T05:45:50.535Z
mm1m2dvru2hky39n4,300033,同花顺,2026-01-16,1,394.810,376.000,399.990,375.600,120778.000,2026-02-25T05:45:50.535Z
mm1m2dvrw41ugwdlq,300033,同花顺,2026-01-19,1,375.000,364.990,375.970,361.180,123941.000,2026-02-25T05:45:50.535Z
mm1m2dvrz12cahhhd,300033,同花顺,2026-01-20,1,364.410,357.860,369.660,355.280,86385.000,2026-02-25T05:45:50.535Z
mm1m2dvrd2oso4zwb,300033,同花顺,2026-01-21,1,363.020,361.500,370.000,357.880,111454.000,2026-02-25T05:45:50.535Z
mm1m2dvrbthkxqxi3,300033,同花顺,2026-01-22,1,362.860,358.190,367.980,356.200,100894.000,2026-02-25T05:45:50.535Z
mm1m2dvrd2rlzyu6m,300033,同花顺,2026-01-23,1,358.600,365.180,373.330,357.330,125830.000,2026-02-25T05:45:50.535Z
mm1m2dvrxfz4v4w29,300033,同花顺,2026-01-26,1,361.900,355.030,369.630,354.080,118731.000,2026-02-25T05:45:50.535Z
mm1m2dvrqgfcsrno0,300033,同花顺,2026-01-27,1,354.500,350.810,357.660,345.870,94415.000,2026-02-25T05:45:50.535Z
mm1m2dvrsvhqktmmb,300033,同花顺,2026-01-28,1,352.980,350.100,357.370,349.000,75239.000,2026-02-25T05:45:50.535Z
mm1m2dvrav3bpucy1,300033,同花顺,2026-01-29,1,348.000,357.700,363.560,341.580,147214.000,2026-02-25T05:45:50.535Z
mm1m2dvrbqgr3et0q,300033,同花顺,2026-01-30,1,356.200,348.790,356.400,344.700,98694.000,2026-02-25T05:45:50.535Z
mm1m2dvrfcffl9jbv,300033,同花顺,2026-02-02,1,348.780,345.800,358.790,345.210,92106.000,2026-02-25T05:45:50.535Z
mm1m2dvrchr7p8ves,300033,同花顺,2026-02-03,1,349.800,353.230,354.910,345.220,86679.000,2026-02-25T05:45:50.535Z
mm1m2dvrcydzm6kxg,300033,同花顺,2026-02-04,1,350.890,359.490,363.000,349.540,120878.000,2026-02-25T05:45:50.535Z
mm1m2dvrj3ish0vwr,300033,同花顺,2026-02-05,1,355.410,353.180,358.490,349.100,86537.000,2026-02-25T05:45:50.535Z
mm1m2dvrpiy4qlhfj,300033,同花顺,2026-02-06,1,352.190,341.430,354.990,341.190,86312.000,2026-02-25T05:45:50.535Z
mm1m2dvrnfpcdrls8,300033,同花顺,2026-02-09,1,347.180,353.690,354.990,345.880,87963.000,2026-02-25T05:45:50.535Z
mm1m2dvrkb43zquid,300033,同花顺,2026-02-10,1,353.690,349.590,356.500,348.230,53636.000,2026-02-25T05:45:50.535Z
mm1m2dvr154nd9wch,300033,同花顺,2026-02-11,1,348.780,344.800,348.780,342.350,48222.000,2026-02-25T05:45:50.535Z
mm1m2dvrdwkkw8pdv,300033,同花顺,2026-02-12,1,344.860,342.110,345.680,341.280,49440.000,2026-02-25T05:45:50.535Z
mm1m2dvrikz01ivtb,300033,同花顺,2026-02-13,1,343.000,337.430,345.970,337.400,62015.000,2026-02-25T05:45:50.535Z
mm1m2dvrqknp1ma6k,300033,同花顺,2026-02-24,1,338.330,329.140,340.660,328.010,81540.000,2026-02-25T05:45:50.535Z
mm1m2dvrwarb7klq2,300033,同花顺,2026-02-25,1,329.31,336.00,338.72,329.31,58752,2026-02-25T05:45:50.535Z
mm1m2ee2zc8l3ewic,688111,金山办公,2026-01-06,1,325.650,329.070,330.000,323.300,5887031.000,2026-02-25T05:45:51.194Z
mm1m2ee22s7pvxdfp,688111,金山办公,2026-01-07,1,328.370,323.500,328.370,320.020,5141652.000,2026-02-25T05:45:51.194Z
mm1m2ee2llnmerzes,688111,金山办公,2026-01-08,1,322.000,325.500,330.940,318.510,5460704.000,2026-02-25T05:45:51.194Z
mm1m2ee2lg53occ90,688111,金山办公,2026-01-09,1,324.970,341.500,342.500,324.010,9801966.000,2026-02-25T05:45:51.194Z
mm1m2ee2esoo4etp5,688111,金山办公,2026-01-12,1,350.000,379.990,386.000,350.000,16265912.000,2026-02-25T05:45:51.194Z
mm1m2ee23i9aqjwy7,688111,金山办公,2026-01-13,1,394.930,371.790,415.000,370.230,18792872.000,2026-02-25T05:45:51.194Z
mm1m2ee2wswx3fjin,688111,金山办公,2026-01-14,1,370.990,368.060,389.570,360.010,16914341.000,2026-02-25T05:45:51.194Z
mm1m2ee2smoxu6gke,688111,金山办公,2026-01-15,1,362.400,360.320,377.370,355.580,13099620.000,2026-02-25T05:45:51.194Z
mm1m2ee27ixw9eitz,688111,金山办公,2026-01-16,1,357.000,353.290,370.660,351.780,10173062.000,2026-02-25T05:45:51.194Z
mm1m2ee2l3p1y7pwl,688111,金山办公,2026-01-19,1,350.000,345.000,356.820,343.880,7567473.000,2026-02-25T05:45:51.194Z
mm1m2ee2ghsvjmoy3,688111,金山办公,2026-01-20,1,348.000,334.990,349.580,332.530,7837107.000,2026-02-25T05:45:51.194Z
mm1m2ee2ji4issenx,688111,金山办公,2026-01-21,1,334.000,333.400,340.500,331.590,6463173.000,2026-02-25T05:45:51.194Z
mm1m2ee2jbrlpq7fw,688111,金山办公,2026-01-22,1,335.180,343.020,346.600,333.980,9662806.000,2026-02-25T05:45:51.194Z
mm1m2ee2t1603zcds,688111,金山办公,2026-01-23,1,343.050,353.300,362.770,343.050,9341055.000,2026-02-25T05:45:51.194Z
mm1m2ee2hyd8npcja,688111,金山办公,2026-01-26,1,359.350,348.500,360.280,346.100,7469232.000,2026-02-25T05:45:51.194Z
mm1m2ee2e3b241q69,688111,金山办公,2026-01-27,1,352.000,353.000,357.130,345.590,6097735.000,2026-02-25T05:45:51.194Z
mm1m2ee2pg350a04l,688111,金山办公,2026-01-28,1,353.970,346.200,359.560,345.000,8032795.000,2026-02-25T05:45:51.194Z
mm1m2ee2ua2q00iq2,688111,金山办公,2026-01-29,1,343.000,348.010,363.630,338.000,10462000.000,2026-02-25T05:45:51.194Z
mm1m2ee2aaejnvqhz,688111,金山办公,2026-01-30,1,344.770,336.840,347.500,332.040,8686468.000,2026-02-25T05:45:51.194Z
mm1m2ee2e37bzmhp1,688111,金山办公,2026-02-02,1,333.110,322.650,337.890,321.060,7356774.000,2026-02-25T05:45:51.194Z
mm1m2ee2mzd1aftkn,688111,金山办公,2026-02-03,1,326.000,326.530,328.180,319.010,5743518.000,2026-02-25T05:45:51.194Z
mm1m2ee2ltgtt8ron,688111,金山办公,2026-02-04,1,322.000,314.150,324.280,307.760,8726722.000,2026-02-25T05:45:51.194Z
mm1m2ee2x7ur6hjit,688111,金山办公,2026-02-05,1,310.000,309.450,314.940,308.140,5178455.000,2026-02-25T05:45:51.194Z
mm1m2ee2ukazhejuc,688111,金山办公,2026-02-06,1,306.910,303.620,308.880,303.330,5805872.000,2026-02-25T05:45:51.194Z
mm1m2ee2py4ijqw6n,688111,金山办公,2026-02-09,1,307.810,307.010,310.680,303.770,7298184.000,2026-02-25T05:45:51.194Z
mm1m2ee2q0tcjeanq,688111,金山办公,2026-02-10,1,309.000,314.100,314.480,304.000,8069077.000,2026-02-25T05:45:51.194Z
mm1m2ee2fs71mx2ny,688111,金山办公,2026-02-11,1,311.490,310.700,314.280,308.000,4951567.000,2026-02-25T05:45:51.194Z
mm1m2ee2bohxrw4fg,688111,金山办公,2026-02-12,1,311.490,313.000,315.000,308.180,5896024.000,2026-02-25T05:45:51.194Z
mm1m2ee23nyij63ha,688111,金山办公,2026-02-13,1,309.990,307.280,312.410,307.000,5084766.000,2026-02-25T05:45:51.194Z
mm1m2ee2682k7kmb6,688111,金山办公,2026-02-24,1,307.990,293.810,307.990,292.180,9831104.000,2026-02-25T05:45:51.194Z
mm1m2ee2vfpm8k1x3,688111,金山办公,2026-02-25,1,294.99,294.61,296.60,292.28,4194565,2026-02-25T05:45:51.194Z
mm1m2ew8rhesxek8u,002230,科大讯飞,2026-01-06,1,54.070,53.890,54.590,53.180,1120526.000,2026-02-25T05:45:51.848Z
mm1m2ew8mmomgvkwf,002230,科大讯飞,2026-01-07,1,53.910,53.020,54.220,52.570,828057.000,2026-02-25T05:45:51.848Z
mm1m2ew8wmd9b6y94,002230,科大讯飞,2026-01-08,1,53.730,53.410,54.460,53.100,779025.000,2026-02-25T05:45:51.848Z
mm1m2ew8tjedimmnh,002230,科大讯飞,2026-01-09,1,53.150,55.600,55.850,52.920,1417937.000,2026-02-25T05:45:51.848Z
mm1m2ew8x6kwbq349,002230,科大讯飞,2026-01-12,1,57.500,59.600,60.500,57.300,1997931.000,2026-02-25T05:45:51.848Z
mm1m2ew8iuadtj6fd,002230,科大讯飞,2026-01-13,1,61.020,60.890,65.000,60.800,2235856.000,2026-02-25T05:45:51.848Z
mm1m2ew87uzbb7qv6,002230,科大讯飞,2026-01-14,1,61.260,62.640,64.500,61.260,2092433.000,2026-02-25T05:45:51.848Z
mm1m2ew8rlwlpnfj3,002230,科大讯飞,2026-01-15,1,61.660,63.390,66.300,61.540,1499372.000,2026-02-25T05:45:51.848Z
mm1m2ew8pp94iuixt,002230,科大讯飞,2026-01-16,1,61.540,63.700,67.500,61.520,1572392.000,2026-02-25T05:45:51.848Z
mm1m2ew8gfrnlxudl,002230,科大讯飞,2026-01-19,1,63.780,61.050,65.020,60.810,1491682.000,2026-02-25T05:45:51.848Z
mm1m2ew8uoqhn4rf5,002230,科大讯飞,2026-01-20,1,61.500,58.630,61.830,58.020,1204430.000,2026-02-25T05:45:51.848Z
mm1m2ew824kxo1o3c,002230,科大讯飞,2026-01-21,1,58.030,58.090,59.230,57.850,716923.000,2026-02-25T05:45:51.848Z
mm1m2ew8hg4p36bjl,002230,科大讯飞,2026-01-22,1,58.600,58.440,59.770,58.110,637770.000,2026-02-25T05:45:51.848Z
mm1m2ew8sw2j8ytdy,002230,科大讯飞,2026-01-23,1,59.000,58.750,59.300,58.110,695058.000,2026-02-25T05:45:51.848Z
mm1m2ew8qxgb36246,002230,科大讯飞,2026-01-26,1,59.700,58.170,60.000,57.700,846008.000,2026-02-25T05:45:51.848Z
mm1m2ew80lkx8ktc9,002230,科大讯飞,2026-01-27,1,58.450,58.150,58.990,57.260,686265.000,2026-02-25T05:45:51.848Z
mm1m2ew8zocc7r5tp,002230,科大讯飞,2026-01-28,1,58.500,57.320,58.750,57.260,680168.000,2026-02-25T05:45:51.848Z
mm1m2ew8izf49umj4,002230,科大讯飞,2026-01-29,1,58.510,61.000,63.050,58.510,2066289.000,2026-02-25T05:45:51.848Z
mm1m2ew84a7ahbrdv,002230,科大讯飞,2026-01-30,1,60.680,59.600,61.210,58.680,1316309.000,2026-02-25T05:45:51.848Z
mm1m2ew8x8eqpt9t7,002230,科大讯飞,2026-02-02,1,59.600,57.000,60.250,56.850,1008381.000,2026-02-25T05:45:51.848Z
mm1m2ew8fw2yqc062,002230,科大讯飞,2026-02-03,1,57.990,58.120,58.140,56.480,782131.000,2026-02-25T05:45:51.848Z
mm1m2ew87f9oluw08,002230,科大讯飞,2026-02-04,1,57.420,56.930,58.280,56.350,681237.000,2026-02-25T05:45:51.848Z
mm1m2ew80kk5wkgx2,002230,科大讯飞,2026-02-05,1,56.150,55.750,56.940,55.660,504148.000,2026-02-25T05:45:51.848Z
mm1m2ew8e8184dugq,002230,科大讯飞,2026-02-06,1,55.250,54.810,55.640,54.320,498327.000,2026-02-25T05:45:51.848Z
mm1m2ew8yfaru3hjw,002230,科大讯飞,2026-02-09,1,55.750,56.410,56.700,55.350,634470.000,2026-02-25T05:45:51.848Z
mm1m2ew8e54csdq5h,002230,科大讯飞,2026-02-10,1,56.500,56.860,57.240,55.820,618445.000,2026-02-25T05:45:51.848Z
mm1m2ew8h8dh02pqy,002230,科大讯飞,2026-02-11,1,56.510,56.470,57.160,56.380,416034.000,2026-02-25T05:45:51.848Z
mm1m2ew8j7v68k6ey,002230,科大讯飞,2026-02-12,1,56.950,57.800,58.400,56.560,807094.000,2026-02-25T05:45:51.848Z
mm1m2ew8m1m7qm2n7,002230,科大讯飞,2026-02-13,1,56.880,57.120,57.670,56.810,546818.000,2026-02-25T05:45:51.848Z
mm1m2ew8sh63w6bl9,002230,科大讯飞,2026-02-24,1,58.400,57.160,58.450,55.860,740942.000,2026-02-25T05:45:51.848Z
mm1m2ew8gpsuw97ce,002230,科大讯飞,2026-02-25,1,56.70,56.24,57.12,55.96,437276,2026-02-25T05:45:51.848Z
mm1m2fefprhlkh3qz,00700,腾讯控股,2026-01-09,1,616.000,611.000,617.000,610.000,17813669.000,2026-02-25T05:45:52.503Z
mm1m2fefa2a97r4re,00700,腾讯控股,2026-01-12,1,616.000,623.000,627.500,613.500,27530129.000,2026-02-25T05:45:52.503Z
mm1m2fef4p1yvjais,00700,腾讯控股,2026-01-13,1,637.000,627.500,639.000,622.500,24212695.000,2026-02-25T05:45:52.503Z
mm1m2fefao6eecrxr,00700,腾讯控股,2026-01-14,1,634.000,633.000,638.500,626.000,28677291.000,2026-02-25T05:45:52.503Z
